"","gI_1","gI_2","gI_3","gI_4","gI_5","gI_6","gI_7","gI_8","gI_9","gI_10","gI_11","gI_12","gI_13","gI_14","gI_15","gI_16","gI_17","gI_18","gI_19","gI_20","gI_21","gI_22","gI_23","gI_24","gI_25","gI_26","gI_27","gI_28","gI_29","gI_30"
"gene 733",3.31832057941413,3.29813781531521,2.09962794765784,2.73986730521241,3.94479938488956,4.47337202515588,5.39686658547593,2.42924674864565,4.50036574040634,2.17295311970207,4.13803264204636,4.00019581348466,4.77925723036097,3.44700283818358,4.61390449647692,4.51555522657544,4.60674948130036,4.77738727379691,6.13588855106363,5.00992385484259,1.90366323835593,4.78188099343099,6.11859418940599,2.75030299451321,2.95457433180273,5.47986000302461,2.21763177000075,3.70524766356979,3.84069930820511,5.45050982010382
"gene 734",2.22682078770795,3.3285083686044,4.03651198806851,3.29642157118525,6.83976494731069,2.94655912288122,7.38040961893431,3.01308183324578,4.69669154464705,2.18075487374376,2.33158472746308,5.98513643785424,2.98541009254356,7.60104358533599,5.60465556024936,5.08354033252466,8.5344680285078,4.35410931026982,3.87046703994814,6.68914598856933,2.82776151215163,1.86184677050809,4.30707094508697,3.93116145325468,3.23343803940301,5.67532066285549,1.757259112696,6.55779587699273,2.2651519922697,6.44649334084842
"gene 735",5.7058869075428,5.03211287077977,6.15808935827116,5.22777989492099,4.24680901848876,6.55993223299696,5.42078427853165,4.89855364804465,4.484716509543,6.45801568574827,6.77732294930189,5.78360033629082,6.45637933443159,7.41508929397782,6.71526286198726,4.98842434907698,7.11799884924895,6.49700586827705,5.52554181546636,5.46389288245797,7.35107770339382,5.19658087626751,6.70073666051286,5.5174940661002,6.8514968813448,5.92216618052455,4.82953858025616,4.2658196308742,3.7759259799365,5.69531045895887
"gene 736",4.32269493729573,5.0139415188712,4.16540748787684,3.644717320947,5.95144295964517,2.65188865823151,7.23608904539516,4.16336376577555,3.29787723987471,6.00844929156152,2.88365038526948,6.47931273049461,4.40098742244611,6.52668196740491,7.89965896625609,3.92695931991692,5.40589136827916,7.82272143537196,6.91028396524475,5.76132395983883,5.00774673189333,4.00390879208214,2.71213065443443,5.35803595567042,3.8641633824026,5.98979849522861,5.75197389182749,5.41850001978318,4.54481581797026,6.80358678527593
"gene 737",3.7535537192362,3.45154321926137,3.37859800721276,4.77602216848191,4.26407070168865,5.47678257283598,5.26115762758633,3.93681371092148,4.86179761754688,4.00897317829298,4.05900895084197,5.3333890376702,2.39417337961872,5.97811777578384,4.14088381466928,4.28856968420279,5.6273291407437,4.24794718700693,6.29628809394159,4.17828412226264,5.30111414996812,5.84281850285749,4.4650569401048,4.46238666686238,4.12237978037448,3.9770803453387,2.46120320000658,3.35129455129892,2.76285480023195,4.86526716742234
"gene 738",5.56592452972601,6.29830037163842,4.11349975202775,3.57321727888627,4.58922810438573,2.50033185570879,6.48334530446816,4.80205570517622,5.52856506586036,5.51213936632554,2.60700379693562,6.70167916555086,6.01351888957905,6.28564732803987,6.10890096497278,5.72007862383058,3.65377540799384,5.07124657906986,5.21708115134409,3.46715115756825,6.05718716287533,6.08923397650325,5.06436571410338,7.06004252138251,5.17930872838567,5.91188665340595,4.53435051539612,7.41786492162761,4.80573651580103,6.87821286751645
"gene 739",4.81743424968277,1.33129694870014,3.19340408680785,2.83157648798507,2.3973143428881,0.98442932271883,5.00320858976013,2.26744036238757,5.32743028808651,4.64905262023487,1.20266962470072,6.08639809941625,3.42000760337884,6.49922582587106,5.65537880572939,5.30107054537459,3.62572761751388,6.81099120031525,5.51925219474809,5.85872107277199,4.27684597939822,2.80359906317723,2.98597567583211,2.68615317202825,2.19339388116953,5.49311352405939,4.29635604539525,5.69559871159943,4.90947124877423,6.44268262894321
"gene 740",1.62017194046413,1.80613947689641,2.4144097849735,0.482571857120596,3.00947227146996,4.47404384715334,4.5985815259353,3.03629055751253,4.17304813869135,4.30774581962958,3.03955255173432,6.79694335653051,4.38730662004224,6.68898936970966,5.02921112445009,5.05930187075653,4.3930842141166,4.62997429615778,4.24722288352779,5.20673166666829,4.57428084456181,2.93169949293249,2.2667543227559,5.32570519286222,3.7960423261137,4.18707734225838,4.45227230245301,4.72090668282778,3.55288997525436,4.96820862673894
"gene 741",6.87652016762289,4.09300716744708,5.75292785858866,4.37492569191143,5.90717069828576,4.4656540815695,5.02434463398335,4.85469373996524,5.92178440984044,4.66254019376802,2.84549693711622,6.40400115724323,5.61673418659817,5.67544369837349,6.67894350479824,5.28364248613933,8.44747905654507,5.49573090356629,5.35309566383695,6.14646155628698,3.28313220663612,4.47942392742465,5.30012870778329,8.24525619489899,5.68741704376737,6.92963632870844,5.07526687628657,7.39363641431814,2.84943846030607,8.00694802915158
"gene 742",3.27666855274483,5.0448452265996,1.62744345999455,4.0828754432644,4.23774791944423,4.61568449526062,6.09346949712108,3.10115119577275,2.74833641575819,4.0364970201296,2.69048850208644,8.12823179689251,4.41912067033067,6.98199823782834,5.4305020036028,5.00543804070283,6.53972179200208,3.01665171638781,4.6475177316334,4.87181509843144,1.88297911736822,4.04350347941336,6.59009097661179,6.02041698851992,5.03260140481792,3.77220144371381,2.81102068407384,7.18930923957573,3.26024098678298,8.49052806966918
"gene 743",3.49226930347785,3.88553785770325,5.06845099545102,5.4150118398224,5.35469057295521,2.87065603633866,7.48249019952469,4.02103334698536,6.40967377159583,5.71123700928111,7.7508881487359,6.86872967258704,6.25127404926922,8.02467381010527,6.68895026485042,4.89042463893925,5.89784547787592,6.20366514921782,5.71627841748025,7.23981083255793,4.68628636374234,5.40747228851305,4.86525727418783,6.18626221087514,4.67825046321513,8.06274474527829,3.30496803726221,7.15414728464163,6.52527571204435,6.10318154737933
"gene 744",2.78161507561708,4.27427414949582,5.21455025346165,7.20545286810471,6.88455820898493,5.18555391851275,6.9985574067445,4.75436917313713,3.86447776925084,4.52073733880379,3.05378537211979,4.93061313653799,2.96592085465257,7.76049377998914,5.81522687493607,4.68159939528829,5.74792253624481,4.06179741138324,4.52732777934416,5.45723582539601,5.71421725762183,4.12453467638079,7.06009732889907,7.99539982744822,3.91352934054723,5.88977620724998,5.23128130275876,5.7839770793577,4.0361060987838,6.05349983671193
"gene 745",4.54433591247755,4.99056883281322,5.36664403821054,4.65561712380568,4.87276824689278,1.73365690975458,7.96678323353232,1.52195506090679,6.22361786350768,5.75542954545372,5.17233508839732,5.25760061985631,6.80965976666133,8.0089572302643,7.15193807854011,5.35830521092325,6.03639783539298,6.84085565430654,4.61232274844827,4.59069973746972,2.60238188324466,5.22183601417399,3.33457444901289,4.96906462869165,4.33380641190397,6.52616464075999,3.83788323647301,5.95516909794513,6.27311504787105,7.01346630397273
"gene 746",4.08668377556552,3.64086209129311,5.25979984774768,4.55653698544289,5.4977528804688,4.06242217232776,5.15517841278176,4.59212952109578,4.71262465819495,3.77821727394174,3.68836631848009,5.78436638570964,4.04550364110622,1.66710500657641,5.73055828878951,5.00589342035082,4.18302874744974,5.86347547427663,3.34171618049133,5.6347010851064,5.37582482955221,3.24159611186139,4.49827288209766,5.68352532329778,3.77274249980832,4.72128457206199,3.50664283170414,3.83743740565669,4.98034214483505,4.34558308125369
"gene 747",4.76890799169501,3.77248023345526,3.67186610185184,4.41277333910567,4.10148829857372,6.46071116836434,6.59426869532565,5.97202702673468,6.72889045426999,3.43672723264829,6.57201091924302,6.81627643258074,6.63836515750352,5.25822776851186,6.2658659382376,1.92454898491226,5.52797871258432,8.26505310249625,4.80493523894322,4.00591391076315,3.02147071055944,4.12671785212692,5.07847989735381,5.57666521343167,5.89436109342873,6.79602652835404,4.90204095475816,4.91565272735421,5.25985918939011,8.04473487377993
"gene 748",2.10928286602615,4.54409173739496,4.03025150710068,5.00969614465522,4.16651123709821,3.11211829926788,4.62668900525151,5.47384992705028,3.66829615004525,4.78159981405422,4.81092424516414,4.10699032012763,5.31802725157609,5.01869269996241,5.46504938066265,5.3763828756105,3.48166109415336,1.82357094067049,4.59871309274222,4.55392915639577,5.26840967848427,5.04768079878627,6.36351881740949,3.45169468271107,3.64653867102378,4.2069174146381,4.46340564791118,4.67549046484928,2.90800205878236,5.3592726140595
"gene 749",3.77657668802379,4.17733207260514,3.56040129224652,5.3136710252473,5.25044351731914,2.1544443516055,5.43974626831325,3.25709017867313,3.33022634137507,3.92416528155108,2.49241892318548,4.71162149507784,2.99045128314296,5.08936506094405,2.85465742553179,3.43221748792207,6.13751692946977,6.28648270203893,3.59077780422054,5.80862746406183,2.68473284934318,1.90909721338263,3.60821405885335,4.44720888412143,3.36627596817555,4.3085785312544,2.46431304353133,6.12199318605438,2.26912196481925,5.18825149880439
"gene 750",3.39669405698635,5.00921931659254,4.03855601247044,3.39999943402892,3.32882120501226,4.12777439472409,2.93640352782277,3.35553183100295,2.63571968907915,4.04215302490548,4.1047397481268,4.57271883897034,2.83333493561719,6.12215332258098,4.77911228607358,3.87891771918983,5.31612536416937,4.07292208684683,6.69355804321333,6.073313054482,4.23218561419243,2.10651909144405,4.33316985757721,5.85056019968032,3.3050887263521,2.71916920690446,1.71196743269722,4.47438696175786,2.87328685510774,5.26454391341268
"gene 751",5.88871209514732,7.8323449799107,5.93455274741345,4.19488785719604,6.80074657699092,5.89762361085553,5.55233117224234,5.38501996358493,6.39302345266836,5.99242816912798,6.17941500448834,3.37236025312223,7.57475553025107,6.03848297107897,5.86195667658371,7.14268434929159,7.12646261660534,4.98340993088111,4.74130520841992,6.25478139173891,5.56167531962991,5.71035518953109,5.45945863808437,6.75040235524089,7.06193440821902,5.79147100400761,5.43553215521568,6.9458535240949,5.67446505881017,6.20788089788727
"gene 752",6.2080853021929,6.91053852325973,5.31457200572579,5.71677670162252,5.02606284776447,5.8145455237564,7.75658675707833,5.57351834131302,4.60529182900914,6.89521858388264,5.49274594604915,6.58958873955353,6.88356728234288,7.08744288889856,4.84129659112383,5.97284698162903,5.48750252261188,5.41764578259732,5.97118119226782,5.45903090375642,4.35240877964388,3.61295955908164,5.53114567960766,4.20883249445855,5.64063241577845,6.15583406750351,5.26852580994677,5.21268406238586,5.33885626872791,5.06912585256874
"gene 753",5.43937548290489,5.95024829777969,5.02212563118966,6.8292562391486,4.03157205516245,5.89741124930156,7.05122735309273,6.1729556962398,6.36727652444895,4.94513178514701,4.68741910447559,5.71767557780804,5.74951056848997,4.9787459863215,7.56494878930264,5.14553084659637,6.44401847430506,4.69347979347167,4.66313846690339,5.64635589218027,5.15032743914709,6.48229165420301,5.6298326254675,7.61219673050413,5.86304256549864,6.80432423849834,4.45056273587135,4.89993669178936,6.31073829744755,4.75614959720299
"gene 754",3.61958201077005,4.54694047892741,4.1289497899338,5.19775566906799,4.21357804926895,3.3796040358012,5.39892375137205,6.04797643472583,7.06970244342843,5.77004415920876,4.85791475550618,7.40165950284422,6.24241092054945,4.61736464998939,6.22965831680824,3.97712803463003,6.17320740622588,4.64449866116703,5.21106933001094,6.89656292556487,4.52311797110104,5.05743660402619,3.61127812222995,4.6735160634296,2.77739307944605,5.79443824893727,4.36712196792217,7.08800797179491,4.34072744077052,6.32611376590337
"gene 755",5.01418248001495,0.301113528442257,2.0696349935309,2.56124902290033,-1.12386405735354,2.70360932327514,6.06487077663242,2.66347829845101,5.10398868640657,2.14928194435162,4.49148215305942,5.48342794448041,4.79075245767812,5.00822573667133,5.69674545778867,3.28165344652835,1.76040267835398,6.99631647650196,4.41486392002473,4.83855854006215,4.32964882001056,1.74169969663092,2.29402862595475,1.81542175694079,1.96604378397294,5.11646998053726,3.42573012372991,4.93026977316427,0.80358558259802,5.42806839728342
"gene 756",5.50930951090489,3.57643813298461,3.34190149120158,3.70712391390547,5.77951061501684,3.9501794018901,7.02840245968144,5.11952296217176,4.5013896584532,2.82823186052764,4.22637935058671,7.23835163977633,5.15737339101259,5.96118217560347,5.94663775970358,4.38888808563948,6.72662653942372,6.95940815391474,4.41771160967359,8.12580105395132,4.46709700531661,5.04937849967766,4.4343403263183,4.1211293973893,4.71155910212075,5.52170380431697,4.94050186018456,5.81342342333254,2.02184551481375,6.44265042071659
"gene 757",2.95039259497046,1.68637050617846,3.32823865453132,2.36850065018492,3.61969943186618,1.6832155477448,5.63863965284635,3.23547943588048,3.81398662802322,2.52274356169409,3.99908533467341,6.48674691855668,3.97035441746165,4.96877063298407,3.71471074894889,1.95540469842048,5.4092706551133,4.82982761626455,4.79595403363867,4.19157016562389,4.2761164007206,3.28605669933444,4.77702550290764,3.8381532724772,1.85473705165828,4.43007883902884,4.11706198237056,7.03026057711726,1.97083137649967,5.701802631542
"gene 758",4.46445026819996,4.43341564901911,5.33035126842952,4.91670551806012,5.14303561333171,4.80840254480524,4.68129891855877,3.18806202214773,6.60542789695925,4.75115456791458,4.09191736564617,3.57575766909453,4.2347352600329,5.3293402538914,4.48492170955111,5.02914421480525,3.78980492203389,6.03310563407565,5.56560696533098,5.12933375706193,5.97577866298068,5.62584891098159,4.97824122281273,3.77665217317682,4.30045134891829,3.328857864925,5.42622394582995,5.14017634748673,2.52650476950058,4.64579002789719
"gene 759",4.68500699051251,3.74290521076142,3.315106918983,3.70645662435907,5.14711535552474,3.09025333396221,5.01400984794486,2.82859977139861,4.45808687500001,2.74134612153188,2.9743336248606,6.3635744550279,3.31501103586451,8.34578750644283,3.07383864302443,4.43080436885432,5.14159437084872,4.53540468501835,6.38848903034986,4.35523254354458,4.1823296106154,3.20634949266461,5.41211552427674,4.01500369732526,3.35983683041316,4.75807682258347,1.75971567375387,5.33689529733256,4.76655764956208,6.62241767951473
"gene 760",5.15846794658661,1.78515940929819,3.8105291809715,3.35044166586392,3.72731128866892,1.52893616670883,7.05505271614616,3.43235674909772,4.83079823884439,2.60993842623347,3.15307996680541,5.99852383118123,6.65752921697188,7.13173354572838,3.7768328405037,4.22705723350054,5.61188299601021,7.61509286788165,3.7806261414524,5.38530037845969,3.6784459089591,2.54527160571384,3.41336686359175,4.14355933422834,2.78220159925387,6.98151927024955,3.75825924447493,5.66452403505108,4.50122008735353,6.53215420083597
"gene 761",6.59776358271199,2.73158212138949,3.0508487570194,4.06005796391443,5.88589492780359,3.9471941716198,6.9003742782293,4.61767886772299,5.56540600279573,2.83563299249125,3.81211326018861,6.01010280113707,6.35371187660344,5.68776347969497,6.38243165292509,3.46660373578051,7.29955079138492,6.54641698018265,4.62123886291106,4.5813982257399,5.18308750646249,4.82910221341039,4.30389882442874,4.41383328939836,4.76619565122703,6.70114975241431,5.28260831219033,4.71455551623983,3.98318231492342,5.61710606939994
"gene 762",4.59811875585697,2.41046049269127,4.7902536836693,5.49852655783177,6.4105869043685,4.61928971098407,5.24102656659991,4.38025842452024,4.23349595949006,2.4909398150996,5.22579847448392,4.11421617053412,5.85091943799817,5.82524175043631,4.74893167829837,3.83624624202763,6.90147563189998,4.35823341591916,5.52436427158889,6.66526538503393,3.34402850569347,2.86695201920499,4.79501295774632,5.49868913835093,3.8698023239862,4.91786026488079,3.66725843300917,5.13114029883254,4.80116358509521,5.43506755459839
"gene 763",3.91498791341367,5.86503030837512,3.86580829145011,4.68922319124459,5.00569120432769,4.20635569424949,5.74057671650386,3.66716989680442,6.42869492972814,5.30037404711839,5.30388132897009,6.27469664475089,3.78258807641278,6.31352616975795,7.10650417033323,6.6048617379826,6.01139523706221,6.33358154682181,4.57532190069956,8.59277122381876,3.29139373555846,2.49380547360667,5.8941746665267,7.45339952852168,6.40326740654102,5.90453279615853,4.32329001218722,9.80734079425003,4.90111256992606,5.71759186216536
"gene 764",3.15005364280146,7.0025943937306,4.90203387852353,6.30545347453322,7.250843336737,5.13617734917807,5.46713772753991,4.77611513483367,4.63631103838572,4.85881418787435,6.11164143567429,5.21978312737299,5.02597243669862,5.13219397777286,5.96121012882698,5.68439861908604,7.63046937841446,5.64775056456285,4.56673842890745,5.97534543953566,6.843476124291,4.89557671951586,6.03812101870767,4.49710925519567,6.37929016442304,4.47015438421782,3.85116803203677,7.96786227206451,6.23235648057867,7.06989997354427
"gene 765",2.30668629862773,3.64517227326755,3.44110357075852,3.87766913962179,3.72859223113276,3.25466607907386,4.64569753690469,4.01387797864277,4.70556130213888,3.81675400819905,4.26815910196365,5.58699309670538,4.11797933175892,6.23993844134643,5.13702804729842,7.32744142833327,4.08343783038975,4.11672325519391,3.85050957493969,5.53762645956243,3.72682031448314,3.79003336488504,6.38108964107739,4.41582412578118,5.79980230455312,5.5468767557273,3.84792097938659,5.41744026024725,4.05351109238695,5.82933526147518
"gene 766",7.61354597869069,5.04280230201857,5.94541372306286,4.25565486400971,6.01768926079516,3.31978852785339,8.11525341127832,3.38602639611442,6.52104371685502,3.65344597407787,3.56505564217802,6.28817229683027,5.30895563481248,8.41188965780485,6.53507111340369,5.23101379199765,6.88110831561487,7.35678382743421,5.36883077860004,7.58413186406287,4.5776382012159,3.69182430763357,3.58250758950159,6.82909199864062,5.1460040800955,7.61754142563279,2.27418068295894,6.00248932595448,5.69235624243863,7.3928108960013
"gene 767",3.29699484536054,3.16058728679268,3.65298924746358,4.21428721458721,2.55499205318996,1.6897811786565,2.57065740364206,3.65713252431656,2.05107108246344,2.58160715373454,2.27476650764496,5.55160574358444,3.22662664117026,4.58973754592607,4.61533638188095,3.93593426991255,3.67489774507415,5.55160369476837,5.4809162637704,3.81805605522552,4.7064957397982,3.06706209161018,4.41421303864319,4.20922390437667,1.25571550962058,5.99110476328008,3.62438372552284,5.2141313793975,4.54179009086711,4.72682504855155
"gene 768",2.80792609388257,4.47443879656146,0.343062970660199,4.49825361968275,3.31624557737832,2.50584745695997,5.05327780529018,3.35334083508564,2.06867909539023,2.5490856967366,2.73428686876951,7.01724506949973,4.12150697378636,5.9818800669913,4.78034956153146,3.40088445247494,5.40960974583203,5.28363471706295,4.6565104029399,4.18470538340955,3.13268907095975,3.38804729313715,2.67766043218325,4.05827990910513,3.19566626051011,3.71722925716731,1.61409802979959,6.09497098310528,4.62024083861431,5.10716649332351
"gene 769",3.32398412062139,3.63328033531168,3.06445722443086,4.62927603398337,5.70377621546762,2.51843748904915,7.26487481855604,3.17339959826149,3.34192559326125,2.59128168189016,4.74980951895989,7.0693486335179,3.43594606642673,4.89941610923055,3.71162285484861,4.34783048130182,7.70066509098933,5.20695639638079,4.74057785644583,4.53601538440273,3.15474511187835,4.88720506927763,5.05086707479049,5.8372871330576,3.6073657049438,4.48965368123285,2.47749506980964,6.16542400714086,3.77648358907781,7.66376884718617
"gene 770",3.72768915769696,4.46153838851747,2.85957537535554,4.67581632824755,6.71836429509827,2.67810714707005,6.70065727820014,4.97291430822556,3.89475860989359,3.6063331799568,5.13214067560931,6.68563596292289,4.61334279793935,5.55571515673739,5.433664864917,5.43807782820913,8.01927820082871,5.22297684565366,6.2646104364051,5.78651916929831,3.22182849745115,3.25133650751035,6.8956760822173,6.88272843158472,5.8710157337451,5.61294110528006,3.85734692517932,8.03843071557309,2.2151912861758,5.22991270136517
"gene 771",2.38668604049467,3.99097809082268,2.92618968441372,2.03289837952527,3.8619054980301,2.32536625302469,6.87194203472274,2.29020289459396,2.8069202196865,3.75309340409015,2.16254938731795,6.55890034202424,4.69710859927007,6.22490409420035,3.64744210386715,3.54700565666081,5.40712961605231,3.37094213943071,3.7881167252885,4.87207346125649,2.57196027307741,1.53008100339565,3.73287677892103,4.18912067732582,5.08497233699461,4.49141454245013,2.20255798311019,5.31025297708017,2.72457729643561,6.16521581287614
"gene 772",3.39833984947845,4.91082038091722,2.65032971597119,3.78660582240484,4.75098282514759,4.33825709396079,3.85222619570885,3.08326884085948,4.97209012797158,5.11404369458769,3.47063688770278,5.6997794794584,3.95439848050144,5.17491036173249,4.3431236380113,4.64092092307184,2.7627794065581,4.87333445826873,4.35295760650622,5.94332199274929,4.64757207085922,4.72329611692602,3.71735538278967,3.68872678560068,3.29244839140197,5.90175716499849,2.91781957270186,4.85244966584741,5.23193952403816,4.7652186149853
"gene 773",2.69542728196359,3.66480711327468,3.30694742978993,2.84949761512152,2.9900830608723,3.4836059253016,7.16854563321217,4.52538438974958,4.65044168911636,3.3742746438945,4.8448681051615,5.72851388708485,2.92958747516793,5.80839432751442,3.80563477082927,3.74235925088191,7.64026063206187,3.72932380452318,3.58672822668948,6.47397519184626,2.78131065410828,2.08403967479182,4.86859741821133,4.72231085203752,4.10181253874597,4.95121983971526,4.02730816366896,7.31264831290499,5.65986278360698,6.77148836696552
"gene 774",4.57899507532103,4.47995067764863,4.40515835055855,2.92157364989079,4.38795071284177,4.40027575718196,4.04354777796651,3.65903894838073,3.7495334098514,4.21866450529087,5.94342401189065,6.52795795235386,5.58723219277136,5.73907885553,5.63483324453997,4.4839170927858,4.5161526183693,5.72953760919268,4.61630140385509,4.43674075967418,4.67981363806419,5.2636262545653,4.22831063253095,6.075571250402,4.15776585236263,5.38781541097781,3.79512827278749,6.38854799011185,4.05556003694451,6.83692111633654
"gene 775",5.36295729599916,5.65504919583361,4.54475701671849,5.54209818346686,4.05905538925797,3.46511166129842,7.53520207325025,4.22489437755285,5.61835382967014,3.48769487363385,3.82573476394553,6.57632041245719,6.0893989983422,6.00434718867537,5.53669253635273,4.94097375372423,7.39933847413482,7.29336201640696,4.64922434250258,6.83129386553314,4.68891901422222,3.65269691334397,5.98300265994775,7.00707084169653,4.90028840708379,4.94563457487857,3.74995711033228,8.35918097113561,4.17993335965614,8.43718381636683
"gene 776",2.77540045776432,4.02749436132567,1.32551809120659,2.76177347138637,3.52370877261841,1.84047968103179,4.0981105054282,2.78892883924483,3.70263149442794,1.42708334372228,2.41671117332666,5.41992643074761,4.767706515659,6.71254629919367,3.5017824493502,3.98690825727321,5.08256127471553,4.74865651842958,5.05103603286644,5.83375545152937,2.77460861654937,2.09521423517821,2.79905720903345,5.05068217975034,5.35416114559821,3.68672204992716,1.5201171877234,6.25831201290359,3.03313726394975,5.85253946370584
"gene 777",3.95981948670698,3.16534051956676,2.78682905539837,3.8695171326499,2.04287244390187,3.75143631270876,5.52878340690771,1.75904384982509,4.42521908824419,2.79506257611431,3.69852892056882,5.96711560141927,5.50754010608616,3.68479913869704,4.70906530382448,3.70450319450088,4.53018779622395,5.43665247089149,2.93788006516616,4.2712452442858,2.46468229434735,3.12406072634797,1.99750230023194,1.23671955588311,1.96017249437158,6.3427720796971,5.16481142107441,4.17559048139459,3.27532085351274,6.13223200654827
"gene 778",4.50503445159814,6.36643377944848,6.43352076866486,4.8702178830627,4.49125903662986,5.10713216590394,6.04331821551129,5.48262505663893,5.98985933775981,4.84815990384949,4.87748726568824,4.60886490567573,5.97987782026277,5.58476574153442,6.52407763608229,5.48306330520182,5.86893384927756,4.69285169061029,5.48156586309657,6.54293588641607,5.88817087668556,5.62351744358198,6.40667550118529,6.84419950080028,5.13082684353738,5.54588134790989,6.73888166982895,7.10329331646746,7.23035237192287,6.69370143485644
"gene 779",3.23445389761403,4.61622911073548,2.93155947310828,2.68029617856499,3.3839804398684,2.88318870201365,6.23614241522732,1.78904633726023,4.70857327299145,2.74546246837058,4.61133731621194,7.4651335521398,3.55594208754005,7.01939680552285,6.45803660439352,3.14264378480709,6.30163333160956,4.55251786517546,5.63788891518946,6.73013303142566,4.91120240031272,4.17121056610117,4.09159749087235,5.17640027123602,2.60446101751226,7.11993563335563,2.35833026234028,6.1155530829023,4.78819801765817,4.78277681123916
"gene 780",4.71638051638905,3.36934075187827,4.15841261808299,4.76708311162197,5.58156350499479,1.25658462571254,5.41484830481717,4.98097958033428,4.19879982586318,4.46047149759034,3.81385371805607,4.58558808283937,2.06144016210274,3.36785358034453,5.68470506849287,4.57386928617081,3.97110382978048,3.20991338098086,4.58027443423357,6.49775305912399,4.99302648118427,2.28272654167664,5.09378254921789,4.16535394183776,4.54717089598492,2.23442153610728,3.48015935817136,3.99288713502868,2.64800407643811,4.24481210907952
"gene 781",3.2482417417403,4.50924740259444,4.21624705328608,2.9854088039491,3.76521816132792,2.84157902528571,5.04792053187221,4.02423676594617,6.19974881007259,2.89050255432575,3.81070032816269,5.36894532539238,6.37754346703343,5.62294525574942,6.35927966356698,4.38098049805096,4.68695214914627,7.58953532074153,4.38018372961001,4.50106390772404,4.22402738656271,3.91861830606746,3.96623505196473,3.82021910088806,3.22417798500428,4.79750064861258,3.27840805479591,6.38590647965622,2.50489955665314,7.37618154960733
"gene 782",1.5039156313336,4.73785640284955,2.35574490649203,4.3372180657385,4.88617055666804,1.24498418969928,5.84483693144312,3.31206062094574,2.80527942704584,3.96024426372858,3.09170338642879,9.27017540161794,4.59274647853813,5.97834956286966,3.36085907638925,5.27072821040082,7.15172301005792,5.24799583957067,3.49621580854559,6.54906088598677,3.09887651738064,2.85070031144255,5.95675483074927,4.65010087931255,5.35793453841507,6.33144694035788,2.92208520657773,7.28089469722863,4.81720479397547,5.79406883943258
"gene 783",2.27443216121623,3.72943270889496,4.44435658188262,3.9734662993615,4.53099690232011,3.16790395423341,2.85329860583184,3.44432231213083,2.98087081946763,3.74782956342609,2.97087283305689,4.24065529001944,4.84856132681836,5.28798679291624,3.94705805561775,4.99603412269614,6.46392560070786,3.46619356042809,5.05278492716362,5.47230696809569,2.93756658575848,2.18429113843584,4.45696866360952,6.44847983652791,4.9984096305111,4.90192045381689,3.20340735495541,4.93361189000052,4.42280398532866,4.2817521061772
"gene 784",4.72094412733873,5.01455968656145,5.75237609832526,5.41014123467239,3.94656750227925,1.95910964084715,7.14207914276455,5.67743372924241,5.78699862146812,3.27742991424066,3.51176138179831,6.15378404493794,3.86995866915065,7.49485321669161,4.93907449836028,4.21123405486559,4.97404857225296,4.57413714404753,5.8399075640578,6.05614544187512,6.33553429763198,4.3212717313447,4.16011862591485,6.40875009570869,5.15197280009248,6.66381112779885,2.72542017164095,8.0103680541704,3.37767058589375,6.8595634583161
"gene 785",3.69906366778237,5.72532564092274,4.04503900822787,5.71413631675341,5.59204014373411,7.85137196302045,5.82012712315478,5.43557291038347,8.3176785743268,4.35920304880126,6.15199169423082,4.26468806688977,5.84362937924182,5.13916549611846,4.71146615718012,6.20593524942469,5.82891568746997,6.1349809887393,6.23581001202331,5.03533184633897,6.50804948539239,3.74445932468746,5.08811069655695,3.96776625341738,4.19572331045341,5.5981547739462,4.89274370926258,5.7921291070968,5.75602992418805,4.98621087833284
"gene 786",5.51495894887756,4.91345789748087,5.16006675003306,5.83813035128112,5.06984674571467,5.58179830748773,5.82871731071247,4.90218543415708,3.89211825748321,5.30173859241624,3.80304553636209,3.27110334693753,5.10873734775324,7.70614721777099,5.28163530924543,6.32106559323819,4.92999550845785,3.83627575756306,4.72839335869912,4.79797311672039,5.68932855533055,3.94681475087063,3.70392482074312,4.66707133371751,6.56355278117573,4.54640522226556,6.43553499841371,5.64239952525823,4.91996921110176,4.68857212361195
"gene 787",5.01899291432212,1.22230825605156,2.74558858825153,4.10978624178014,2.73640632400982,2.80173049681144,7.32146026932759,3.14178997229824,4.24854554009406,2.82606505930067,1.7227293540366,7.26708632018593,5.32127055303644,6.72320688664992,7.55642924555118,2.97024208325186,5.68929590945544,5.97549438711053,3.85034293021405,7.97052634206329,3.77666654038151,3.28635278453768,3.48982953604924,5.26245736457842,3.08091880659447,6.78948865421046,4.21499289213624,4.46807619344951,2.86832182671178,8.66824269772715
"gene 788",7.36838257068589,1.8812369213691,5.37580017904898,3.16693360993522,4.69206103143008,2.81063032887348,4.71354923127516,3.98756157764178,5.11502106398493,3.28084028529394,2.03757544754212,4.06400664090956,8.02261692164646,5.97079535928402,6.26684068565969,4.91541512437829,4.85533534677635,3.9836172242981,4.91039516511608,3.90147877130486,3.62052915993727,2.1438913945459,2.9830388579233,4.21086413534559,2.82812837069562,4.75782131426623,3.04137063943996,6.16984707045564,3.0470748360136,6.38923794276138
