"","gII_1","gII_2","gII_3","gII_4","gII_5","gII_6","gII_7","gII_8","gII_9","gII_10","gII_11","gII_12","gII_13","gII_14","gII_15","gII_16","gII_17","gII_18","gII_19","gII_20","gII_21","gII_22","gII_23","gII_24","gII_25","gII_26","gII_27","gII_28","gII_29","gII_30"
"gene 716",5.27677737632236,2.69612164772945,0.895448652167231,1.75395393405456,5.0337111874169,5.66200730979464,4.39248720377283,3.46387709271149,0.692887682757507,2.72163474913553,4.66052496491768,5.27675161959998,5.9245516017436,3.12431625680813,3.46569079462279,1.12077313608671,5.92966483826793,3.22607173658195,5.68874421795962,7.03121195924304,4.63569882500807,2.67730210410562,5.97118839529312,2.99732856826898,1.66022936582431,4.64211543935361,4.53145089058865,3.40903938926029,7.16742568203629,3.20390587327306
"gene 717",4.20951949434715,3.44599659491643,2.62595133004627,4.79881458490937,7.07878145819658,5.13142522186079,3.40150200767736,3.67246790386448,4.89888724790794,4.36304539792783,2.57467415623109,5.0452214254102,4.36094066961615,4.86110188448526,6.13902194339059,3.06309475638361,4.81603082745736,2.00326575284613,6.49453144520873,5.20073803999087,4.83703388807935,3.28679418724737,3.79704485253729,1.76817463609128,3.68590235213401,4.60996043341115,2.99650665328713,1.43420606178182,5.23993305297195,3.47593339856896
"gene 718",7.50743703363138,4.08589771709828,6.04031595742293,3.62374898077089,6.60560209040797,7.0999069739768,6.57627187087655,4.46066326690604,2.71104209260651,6.44371647942801,6.38006731793297,7.48783359371429,7.49196263886839,4.29174762660108,5.82956863248515,2.84554656254425,7.40265047233633,4.69206358768603,5.44189375458608,7.42062165142999,4.03979812670257,3.24310873389226,6.62893024677286,5.49489446164811,4.2737846766279,6.28760063663875,4.50666925792142,5.17217700113573,4.25951226776508,3.44838856581367
"gene 719",6.34970996786302,3.87402221552703,6.14253601731252,4.3268359211357,5.12243079210239,4.82028020997541,5.78723951749606,5.19618533150796,6.25734173030942,5.58247199068034,5.8591257196121,5.68666797787879,5.57506056616808,3.86501015319454,6.75592597790165,3.70574325267744,3.68130789446541,5.95046252086763,4.86522807309977,7.45253925485796,3.80255110800805,5.72804600236278,6.24392565367663,4.4619419471401,4.94127303384782,5.19274754010703,4.09115481517243,7.09846012950903,4.89559833022035,6.89748729640544
"gene 720",8.30271295616955,4.85997322949447,6.73905105191732,5.85361501979647,7.0543496893679,7.65640891647282,7.39555212660697,5.4212496462647,6.65012809340367,5.44129990824739,6.89671530980734,6.94134490944996,6.17805856745478,6.61461030534799,6.36553669569857,4.28922610262397,7.15257543682739,5.25431055758119,4.7788251533063,5.9437637078083,5.69565901070184,5.09249849873359,6.8480423204908,6.62974066708494,4.60491344438306,5.43368680328009,3.96310955177193,3.47247529513426,6.03659195249862,3.53900043004433
"gene 721",6.55846804188595,3.17214536176128,1.57327991214232,3.68092295328331,6.16983431839342,5.8887567055357,6.57111633305186,4.33044864844149,3.47643920692671,3.98172623028127,4.31295599625323,3.89458697097314,6.44872317471177,3.0335265863604,3.3175778868722,1.05783250728599,5.6961405042583,2.67648329023391,4.37924193929471,6.01671662771667,2.04577561309204,2.53193098010353,6.18293780460627,4.80063950976551,4.01570149590259,3.98302544876126,2.884015992548,4.98371068978784,5.51799506676164,1.65111044858627
"gene 722",7.59142866422376,6.69472417692108,4.86637521264052,4.57635223467786,4.7061384283821,4.94893715577017,5.306060985805,6.53897488033286,5.14876779901738,5.22166749569546,6.23953581957029,6.16493613013632,5.46965592841532,3.58665926620658,4.42134333288496,4.34860439057783,6.39484510245659,4.86661726759321,6.20694260257084,3.98172995366279,4.59967853084476,3.54829525159314,5.84948397589972,5.06736414541002,4.34076148308553,4.28674249709257,4.81025720021052,6.93016713872627,6.20863511696913,3.99937908142339
"gene 723",6.7120180689321,4.05620012563286,4.80418263310306,4.85438724525927,5.13026685986782,5.59311061504342,3.80917207006773,3.79709437537067,2.7077757274089,4.88644389838537,3.6382658854878,2.35779162015439,4.90727131705265,2.68292364717314,2.44141371748405,4.21355107884977,4.90901975047267,1.09578782261139,4.23632511614157,5.33420928096182,2.68385710223946,2.75841687924506,5.86750622254585,4.5696301436823,2.89215985676029,5.40962785026907,3.06132074672746,4.0169769848655,5.61392656379365,2.75350556855647
"gene 724",4.4879123782622,3.4168860638269,4.11770704823615,3.43516887780592,5.10093131977252,3.67707702958365,3.47492428795088,2.56807287651736,2.49032491105118,5.56075604927274,4.37292009663804,5.88787495873882,5.87009145144473,4.0012185703431,4.51566271737261,2.51100172064078,5.42803178980161,2.4932474471815,6.27961897091193,4.90933524028544,4.42257649229645,5.90812878573472,3.7697713031434,5.51484472065858,2.51984047807803,4.90670776584465,2.52086128366159,5.29118407885638,2.81671074558117,2.53861230820949
"gene 725",6.54265479811399,4.30604960080608,4.26024065899127,6.35075143434773,5.9000557353244,8.51825931011078,6.81623041102263,6.10429517171497,4.17939617402871,4.6740009080906,5.40111503170442,4.02487248473675,7.60577937719598,3.91463376386058,5.64606722436333,6.03614911132617,5.39116179255673,4.48744784830734,6.10468810290032,6.27552216223138,4.43155476729635,5.05517084979028,4.62423852805621,7.45698368659602,3.79240169950409,5.96139829669333,6.05002166622297,6.26012247674814,6.90408386949874,3.26867413635025
"gene 726",7.05271064344519,3.46879526883596,5.66063566579602,2.4671030490456,6.05103066139625,6.3247691443531,4.6735996041145,4.51892846453536,4.17967830728962,6.43719423918007,5.86831001442824,6.45959664953586,7.30243159093253,4.98879758775111,7.45553637470876,4.39750612358779,6.49542029153385,4.36266792514312,6.51127344372188,6.08065786596939,5.1921155637039,6.3075541431132,5.9412764729397,7.37525784600702,3.57981807433408,3.44915258519325,4.07582064015559,6.726264320873,4.49765196461831,5.82471339134723
"gene 727",6.58883228369712,5.3673577778212,4.50317591614274,4.92482797302655,6.59451011955648,8.32852365366113,5.46112640670015,6.86072315280714,4.54561249140668,5.4864496971804,5.92997182782499,4.40433151291725,7.03164066777046,2.94327971070773,5.70369008595245,5.6808770635389,5.71403599494152,4.3520143742303,5.60035764053184,6.77511913372671,4.47878168738174,6.30045327983592,5.74992407860059,5.94609116830099,4.70701636680592,6.16318422921777,6.12530215044939,5.76514670205333,5.47028074055492,4.27252310454092
"gene 728",7.02831589818657,3.84418430796309,4.51882952998307,3.22411666427263,5.85519349586345,5.51545712262982,6.90548733721303,4.17737345243616,5.28130537740044,4.28766989638182,5.99930000870108,6.76684229004706,7.10674352458808,4.55812428694962,5.44072228400735,3.53795807779234,5.08636564199701,3.33457992516608,4.57685240412988,6.80794628044251,4.94592259649751,3.08759133709247,5.31354423011939,5.30966731786001,2.75248449700474,4.15304720341449,3.3890140081803,3.21340984986755,6.2413750452266,3.92154388199267
"gene 729",5.11752161208883,3.30523701541735,2.52108348444954,3.18251011573702,5.08914566276777,6.08387248147692,8.45097145547317,2.6801148149591,3.57879161131439,4.82796274572893,3.02960954043769,4.31058653797912,7.97976366311614,2.91878961997892,5.45243206374377,2.6909868657358,5.39399714963404,2.2940056905573,6.95856223682248,8.66120177405043,3.33439430436377,4.54845245295736,3.89338831216148,5.49865460156419,4.25139506587945,4.44144154958957,2.98775655146297,2.59189472639803,7.30259067914833,3.37367291463303
"gene 730",4.98990136804671,4.98339261567098,6.86528231728464,4.87329581134845,6.68443411155591,6.55081805168652,5.10495473729316,5.23944844798489,6.88998250032783,5.95605153130073,7.38983483057933,6.15734479479756,6.37524560628824,5.20966308729027,6.62301414227645,5.66373856865869,5.57004074284852,6.05631334738372,6.51668234720783,6.04355600046261,5.36160428325244,5.91660110687697,5.70225701213848,7.75264279622113,5.90454990958553,5.70775824047531,6.59670614208502,4.64488008686161,4.10887368505047,4.27116873656232
"gene 731",7.40328363758539,4.6784320128716,7.42295672028946,4.54328981090951,7.28092190187012,7.06745060023824,8.40912897889287,2.33196020849364,4.67680796845086,6.61981375736041,5.67657964567101,7.60553797719985,7.18858659903493,4.24875625375963,5.51445076157569,2.95688605429764,8.22960658270023,4.50244084662975,6.94671061872122,5.9832740791936,5.00342566932455,5.57446933559598,3.91133648837868,7.50509910802253,4.68037126984492,5.46512213122639,2.08125073785385,5.34163412596287,6.33325889773144,5.3502433667737
"gene 732",5.73686662520381,2.46117710424603,3.93242985195812,3.84426841790829,6.10928063229249,8.34449133542972,6.42590921660866,4.01339565131,3.58562006812896,5.26649417642879,5.23290005066903,6.09017440560785,8.98725399206256,3.82683488589286,5.75564807451029,2.7394192990661,7.70665549507298,3.81984551966783,8.02954290781176,7.60293664767979,3.14636489848391,3.42272218775919,6.31452960593946,6.02121829568199,3.16254104008818,4.37451803125787,2.57196393750283,3.0213462314006,6.81997347287953,4.38272120925439
"gene 733",6.85417795541556,5.04503707733535,3.5925703778837,4.3008582257857,7.08204113656071,7.00261526332736,7.35396829867404,5.10008169990348,5.74622263192031,7.33694313913198,6.24968776054465,5.32291421129629,6.1603465439287,4.11161508750965,6.00020769207747,3.10982832381951,7.24352710883073,6.05789928682614,7.54415137270902,6.08151180414637,3.40639485258481,6.50910324363761,5.17250526014652,5.33834453052621,4.41212876080927,5.59581587980593,4.96326406462304,4.29766819700758,5.92904197903128,4.6653089699487
"gene 734",4.56229984735373,2.0686752854468,1.4969098062284,3.09581778462086,5.13306102414038,3.40897015257293,4.7984457352518,3.92909250045455,3.74005367043965,4.34297865995364,3.72165723860411,4.4276801460908,5.02017072371056,3.20330222203323,4.81326949452833,3.45024982448024,2.81575205146275,3.70194793928075,4.02169820031276,4.97633783942683,4.20728404276432,4.11256899080119,5.29825515338513,5.24033977150318,2.43009794015962,4.59873636718806,5.08357534530926,1.94209747439287,4.0171349701321,3.73198985226033
"gene 735",4.85514749197694,5.72114356432395,4.4672894919698,6.83288114088295,8.07353249439298,6.83952153951582,7.36636352210999,5.58111753192485,6.00773606019779,3.673804281699,5.72904438106742,5.34586984065,5.72362327664514,3.98856612187357,7.18104098566321,6.60689100058164,7.4736118211124,4.36930376287097,5.94133499871035,7.0147322709212,4.50747626459118,4.92005555857301,5.53900539638282,5.69655787846858,5.14990592612167,6.29272468314377,5.02194006167502,4.22277947151446,4.84246180848622,4.07270347727983
"gene 736",3.29420742410596,2.57558685556934,3.14216619053117,1.43615469305797,5.66761638577734,7.59653630244467,6.29753586851381,5.59025210738556,3.27009874110918,3.93701064773491,5.03100329724524,3.97710448082852,8.88739456874503,3.67079698474824,3.8041901653164,1.9181473982681,5.31362862717177,3.99299161793706,5.88065514602403,4.84942345880643,3.76381390289926,1.69523288318335,5.97129687427026,4.93481000774736,2.74081060723418,7.27616571795228,3.80675919406123,3.32848868924832,5.94271741839229,2.87562150248012
"gene 737",6.12482066424753,4.54400630327911,3.6932676061185,4.26744614026395,6.40664398441376,5.66190360823754,4.42226796817918,6.1112090651346,4.60899779171064,4.70233227606544,5.70575391003668,4.51658763230646,7.59348220771167,5.44312169022643,3.40772902898985,4.50641212367241,3.92029791532584,2.79573231031961,7.54450867205091,6.82498385316444,4.52323193084415,4.11248653360546,4.20337538470529,4.71054205652234,3.60073304572877,7.04030347830276,3.74143270808887,3.00255780693259,6.96309467272948,5.31905963921314
"gene 738",8.17499617187072,2.71057244740546,5.56665781419884,4.36048589888044,4.37165799826879,7.71831707364595,8.17298699617313,5.05880592345689,6.37677590008043,7.06302570851233,6.28552690156141,9.3550580854322,5.59401663241336,6.14743314413842,5.26859629018592,4.34404720651709,9.5689227212928,7.2910189157888,6.231758940726,6.11508549318955,4.28494414214978,3.75336303744539,7.19054914316495,7.72159698706221,6.05179401148281,4.7583736915718,4.23320882596146,5.95607970212586,5.22123804697068,6.54884049447578
"gene 739",7.17070808568555,5.50305291937776,4.64269936953283,2.45973290234838,4.54404469591635,6.38739998757649,7.04707583039187,3.91943354570001,4.57028859326534,6.40659552837222,5.07654658195494,4.65151667305318,4.61531273578017,2.34295799169656,4.39672018570092,5.28761979115882,6.64403228992506,5.819736531484,6.12605395864326,5.92088342437037,4.77277768569841,6.13971100083631,5.0037266863767,5.36883090400228,4.90818700298165,3.17511353928363,4.34814531445712,5.13515927657712,4.95096586057242,6.064961783929
"gene 740",4.7899208881042,5.74813066089769,3.12650792590442,4.20032092550486,4.11993045892809,5.00237054246067,2.31701418845749,5.28739748392955,3.95208128284192,3.05260011812873,4.29245169135802,4.6773102222587,4.82087679054731,6.44926709840016,7.02480774842328,4.91788434228441,4.51187346573267,3.72639844462677,7.07637582566698,4.31978508452466,5.02378621940153,4.30689471679932,2.77216220333951,5.75663537261793,4.1669571754744,4.99361388654075,3.54968822681167,4.0643646870581,4.66878165428194,4.51157581372355
"gene 741",6.39431497423086,4.48707221155355,2.79756491862476,4.43365872574305,6.06720753992556,4.64651212902505,5.558158247542,4.58704416679558,3.17283389635841,5.41489865238163,5.02422588162527,4.37912906964885,4.31774846331014,3.72080439541944,6.22696182858036,3.37271714396938,3.59030859522749,4.80120197732212,5.1738738009222,6.2480321736665,2.59570203531632,3.56093806044645,3.95636401026583,3.91693519523443,3.65331799608191,2.98211021885821,3.89180182782397,5.26251521849538,5.32080639202993,2.53286286277246
"gene 742",5.32567084902226,3.83961368808147,1.36985047594934,3.837031924066,5.56170739647319,7.12576814628827,5.43586950213458,2.95651887970359,3.77430154028657,4.39653418275396,2.9254741324281,4.53538872283898,6.96776300446886,1.34077829136516,2.75140217208873,2.5679907386543,2.85621692133792,2.87436649578044,6.32039639825752,7.08293063261232,3.19326771976204,3.70239634001057,4.5123702663347,5.28525263046468,2.95190852165042,4.61970280657502,2.01734974921512,1.35539805114304,4.37812106493481,3.02418359493315
"gene 743",5.44545737654578,3.74053826607682,4.6650092789904,5.55066769739618,7.20021203819022,7.68424021484863,6.47850572607413,4.27294204752577,4.42415232497042,5.60090550921326,4.76719448063398,7.0098441655388,6.89485278320083,6.07667298458452,5.62344080277237,4.34397062225599,6.08125954812273,3.91431859587008,7.9304023281328,6.67420647630255,6.06358072942992,4.33806977060404,6.85715050121655,5.32900482018617,5.65940707919357,5.37969332741386,4.32864340554629,5.41981956594599,5.33285443000686,5.63293055168299
"gene 744",4.29663917237612,3.79986186068677,3.49459119946998,5.37542025882266,5.30221862375473,5.6138661188506,5.42706516489218,3.53907984471594,5.25246773660523,5.2410626229696,5.18526930128882,4.80974082330587,4.56446878646061,5.45731756506019,5.64261447947659,2.97946927636841,4.1931679548952,4.460193969162,2.89847770789618,4.37110766473497,5.90943506653019,2.46715131857672,3.55680115929054,4.20728462790732,4.84613842679808,6.50467884270451,3.8588917101498,3.60830306945655,4.20394402550121,4.75724280866638
"gene 745",5.28178477893481,3.44178441317834,4.80466819767636,3.81911853263151,5.7038973120594,6.36532399839018,5.99750317161745,4.15954673521993,2.69514583952568,6.30717127899042,5.26717076214152,7.03590793091938,5.91901708956399,4.30793707359951,6.56572498407333,3.20975707366706,8.95029732483268,3.69137018151681,7.31757427637414,6.20126854660949,4.5365130169685,5.14053984451958,4.61836617392083,5.141021911305,2.04935374319915,3.40595573064404,3.90613143392136,5.32018789137323,4.15772883610598,3.94986913292398
"gene 746",9.09068327034142,3.91603940560291,5.0745126360473,3.57092587232817,7.5018317128982,6.11171541613425,6.67245343723937,2.52839343724329,3.7885482873989,8.03454041287299,7.15620167206531,8.20206395149833,8.51337186281833,3.54040671015604,7.64392564878505,4.81839066294922,7.58190307947265,4.10031073879734,6.62883295425749,8.74018339158433,3.46501307336165,5.83667920010041,6.62449888253415,7.53618533145414,5.42638825380617,5.05884197431193,3.52682795363132,7.39672099253101,5.00272919856005,4.84019515831287
"gene 747",6.83260531610719,4.6363610506651,3.98997998143855,4.595538894031,6.4772952930808,6.13901932641649,5.62379578663406,2.79317068348396,4.48857619383203,7.34099388401794,5.37105353243422,7.24554299208015,6.71723574765538,5.42984285473654,5.68862759201795,4.7878375488781,7.37919909302033,5.30584215026859,5.47479327769819,3.7699486141912,5.55858341672755,5.14741350046751,4.90006343838735,6.05222901279811,4.67474828184729,4.12593153125056,4.74580161413582,4.47071926278606,4.24948769712105,4.96237260017953
"gene 748",6.76384569909186,5.96473404105592,4.53712148202416,4.82757342956804,6.09623605348238,6.18004505277082,5.30479525804065,6.23720829984707,5.06884934924936,5.33378518174606,4.14348151773367,4.98052740772598,5.84665563336279,5.99203675554726,5.01071753064305,4.69754852678336,6.13657167116962,6.16964565587931,6.26828087852956,7.2548332897689,5.34883400684884,3.86323234180623,5.28229235481021,6.76853680929191,3.99191189620994,6.2478977077249,6.32022093716286,5.56129717828929,7.24761040976693,5.23507798298309
"gene 749",3.73953761200408,3.30875515196878,2.54980104937574,4.65075350563907,5.66190907873858,5.66609705159519,7.16015515765458,2.70234294983407,4.21892044794649,4.31993484851118,1.40385374126915,2.9705147476297,7.02553350546246,3.93167430346832,2.44935363240336,5.04489174917265,5.49982623268591,2.9719549874317,5.14691824045219,6.7831135026183,2.98311112175325,2.22231941662504,7.09107303621146,4.90448414882872,1.79162570711591,5.67384078313306,2.75049392999389,3.61810256602884,4.49359395960103,2.93037315212773
"gene 750",7.68387925769508,3.5976935224903,6.89955757714339,4.85235255837927,6.72314849724233,6.19358050633876,4.60857104264698,3.7945807212303,6.14013921642281,3.66660210420454,5.34527327511173,6.27727295727959,5.88660974548218,4.76527353862769,5.76887554966236,5.48031696186314,5.14476120897935,4.74113396170226,4.97793490533282,6.33527477916223,5.69743455119351,2.7134853578536,4.75624652121157,6.64949799073036,4.73974456915637,4.80093978083075,5.70809206515929,4.43279303007251,5.78395333726009,2.69672053722758
"gene 751",6.14734553547542,2.85923864733889,2.0912167572746,4.73809779033339,5.08172817578462,5.14808408506742,2.22474712679443,3.95708917244181,3.09619150050682,4.20721434987402,4.42396514628954,4.24768734251404,5.11032686854,4.26798838895798,3.50709237099984,4.1207841919092,5.60471393684962,6.00324815942535,4.47075212377191,5.49277523313086,3.20525858452671,5.09363293085692,4.32346281605639,5.18850698833831,4.69041003161256,3.90796642535055,3.81206368852528,3.46533421031236,3.82531998848332,4.97267258847541
"gene 752",5.67454318212161,3.86051642632164,5.14868653733888,3.49144900798857,5.85566216783038,5.29247693797366,3.94278153222368,4.76350501422602,4.94497058813418,4.03805237233187,4.21808515900801,4.99832208996983,4.81824406398389,3.64091154300862,4.37505295041206,3.1255420729176,4.2882762642225,4.70043826578065,6.45052895313896,3.89778003941717,5.55992301333728,4.9844648806029,3.5472703619282,5.90180441994871,2.71031031241829,5.26520287840475,5.09175788663309,2.75168206666094,5.29249896410433,4.87997539028134
"gene 753",5.58193901620491,2.8830129442909,3.1023593871395,3.3576722082143,4.24815024425922,3.74227898881245,6.32273144508132,3.41620963612663,3.19013232200954,6.1299568242928,3.43968707766282,5.99355229979575,7.15076616053135,4.34171007138322,4.46345185351235,3.47228270880097,5.59849721743338,4.08711983092567,5.75416315947953,4.42806266089099,5.45057443559339,3.66810033185099,3.58006147837954,5.7227658193652,3.93305729913734,5.40227287738103,4.21080487924707,4.42668461541053,2.65833304685011,4.76693326645822
"gene 754",6.91093378017466,2.19722233908013,2.10858338679473,3.2799500111153,3.60043880895903,6.73511116120913,6.1718869236599,2.39099729718495,3.53807668221134,6.60318614830211,4.03382185370827,5.68371895416416,4.5464166767525,0.172908732334812,4.37510717481006,2.51895231217341,6.18067315965949,1.59648655229351,5.65297855867166,4.63809038281638,2.85160456459229,3.75806355165909,2.9192487468679,5.13298260622599,2.25045590041528,2.95749573941472,1.27454160667934,1.81943334908608,4.73462447154563,2.78706377808413
"gene 755",4.63164830211961,5.96105282817856,3.83084125344404,4.95807798134102,5.34919666187104,6.6726808796167,6.38512678969163,5.12377586181647,5.39906257488743,3.11017021957477,3.04175624722788,5.8473377027782,5.09560392445607,4.73012100664437,4.72066719506196,2.55756417579705,6.62861571734022,4.17012055024809,6.42752559591438,6.77735410521735,4.45385508760899,4.26944928577559,3.97199028646952,5.9671971944659,5.2855883691375,4.26611058675118,3.30953930460901,4.57763655469064,5.01621004116865,5.38760219328494
"gene 756",6.15615475927235,4.12044266777431,4.41377927909839,4.14899772020538,4.4727171923697,7.20723253179984,5.80646170662637,5.32270638932268,3.67263619026411,5.38040964742834,5.23768963577117,8.42530780773864,6.36009219400525,6.30966717953943,4.79630589726757,3.34964598794213,5.62795926278629,4.63955277346418,5.91211605548374,4.83718884332884,4.69804174348957,6.64116183574801,3.84734009488864,6.14478971606672,5.8456742363425,4.20854010226165,5.71481923004538,5.83304199709314,5.74662138647504,6.20084806232517
"gene 757",6.6796775928654,3.85221266058582,2.94358891234708,2.61827354871345,5.90313950486718,6.77940374426452,7.06799988715355,4.45792822944718,0.672300247898534,5.85277199489922,3.87976223144884,5.03677336547875,6.55930673385635,3.56102294551792,5.63996143512296,2.12115618510168,6.36162912979687,2.37191719538069,6.38884108313186,5.81348447622022,1.87648780648236,2.99870928578122,5.13655260339545,5.96425406850077,4.39268299322992,4.27277750919847,3.3161027564689,2.6643006361012,3.40062540268431,3.22197846603228
"gene 758",5.56871565741452,4.35213612548406,3.44112862733792,4.92400426918488,8.04356896598894,6.51020359262161,8.44603489122139,7.21486792226634,2.35639679065989,4.4814699421215,5.59336253169867,6.28331238765921,7.5699259468914,6.19862791649779,6.87249830529898,3.93208121516978,4.50512239949476,5.33958970100767,8.17324335880743,6.93418255158411,4.64492857824664,5.42672637590608,4.56594262860595,5.13781097633096,5.44047694715288,6.03166700248943,4.43857287464914,4.87685178915218,8.00761365948708,4.00566695145021
"gene 759",7.26113691995597,2.96953616974491,2.82715901244325,3.43840144849986,4.73612833535488,6.62793248579736,7.18754378056606,-0.262608311571283,4.09021886302786,6.39440755242459,6.4198770823902,3.95914543191888,5.77987501485143,4.77599176990526,4.35979844664296,2.78678939628203,7.65585156484411,1.03474950573147,5.25413504726243,4.88263705340762,4.20262965755222,4.43930493023717,3.42335377244761,6.99720313384253,3.35678074794161,3.83283239798884,3.43848994358047,4.38835797812617,5.18335886163808,3.46473674769414
"gene 760",4.34763894379896,4.89845703168908,4.89550228657462,4.09638539724933,4.21124134969208,5.57645276569818,4.4842685273286,7.13569419114022,6.24285952599422,4.51805437127613,3.79099396156189,5.97105726562495,5.59978379557489,3.69414003421381,3.36773777983867,4.74214271212451,5.51338202244428,2.41121990278319,5.28059113194272,3.80464443016715,4.91172835351463,3.51176680468665,4.95023454125529,3.932216002699,6.68953760085905,3.15507712823689,2.90251902688392,3.99481954633889,4.94255342184162,6.06238249815275
"gene 761",6.2963322601609,3.78713223872429,5.21233638276069,2.99146489937436,3.86098706993089,5.1128948514093,5.31972487688145,4.37314016405659,5.01258650646662,5.42900654749894,4.79881404980966,3.85260091845916,6.64564989686275,4.66681785962447,4.3487182986432,3.87625435765087,3.86130582875331,4.00173347766039,4.51238754779918,2.3883916733661,4.08662955950445,4.94142967943426,4.58488379840558,6.3426841345781,4.30643109584534,6.01760466292093,4.21036988918763,5.3234692547377,2.8824644298244,5.85276909477758
"gene 762",6.10767540799207,3.57316610300811,3.57308798486047,4.78758991536852,7.11840001458811,6.62326113559341,7.92672698586801,6.12928270816134,4.75358387146399,5.97172164329772,4.69311010331349,6.69505715005051,6.88764687289623,4.9506961141197,3.6128364961045,3.99388540557018,5.40181404941832,4.41393868637335,5.57521181866115,4.88960852185082,2.95804173281002,4.17472211775218,6.71525144121281,4.41234685071945,3.46242000703989,5.57824547199895,4.89825992668427,4.46784436390708,4.5222465782624,3.28064760093185
"gene 763",5.09522975175399,4.65402753120729,4.54429908731292,4.46302057268589,6.10991038533355,6.79657403853229,6.2697440489498,5.17402294806441,4.87570377377646,5.72166723042359,4.461514405818,7.11921235936956,5.96175842432001,4.7434598158588,4.93786675603705,4.65416052735938,6.41435582221365,4.02386115804637,5.77392986088952,5.63760519398519,4.96866065353381,3.86581816476671,6.96257383648621,6.37489604228935,3.27518743053096,7.60448824069526,4.59782262723624,6.81723551343139,6.76551552805253,5.37549343099341
"gene 764",7.44482788935204,1.26567921438226,0.770392435334491,4.88302612735933,4.12012647038065,6.71629672790285,6.43124770845918,1.8525501957643,3.43611403384931,6.5729453488866,4.00457983718932,7.18826693908381,7.3402821642847,2.86633356545759,6.05143071985345,4.66137307484254,7.13738736533201,2.61738142085936,6.9787666619274,6.80857027289491,3.31419159223589,2.94222339270746,7.04114807162275,6.53657381706587,2.2133239025611,6.48952755284018,2.41394218884797,5.11580626475245,6.29430447615336,3.92641051626191
"gene 765",2.81015776306353,4.06174583517636,3.09355454206077,4.16324783557373,5.10032707906346,6.69764051914485,4.52114176218052,4.3214448061067,3.33222157643317,4.19654155746371,2.20748607934729,3.42085312625993,4.50900499700174,2.71811575705707,4.64737152290062,3.44539862771379,3.36705076614398,2.91297983864308,5.23403528694477,1.19746111586979,5.2601624620889,3.98663334024994,6.22741708498889,3.42176708733634,3.01853885740985,4.23841165967014,3.61642216674817,4.55922890140058,3.62496563652068,2.25490181868631
"gene 766",5.89480825172574,4.23772193099609,3.72053770559944,5.12381526467407,4.86904707786087,6.66925060834057,6.83898483337524,4.06645580900143,6.7270669959748,4.13103268007937,3.36689189726737,4.54605708232385,4.7989876715836,5.67518520792191,5.10711625741271,4.374095022267,3.98545177566237,3.52644556057641,4.70063488737851,5.40864534262573,4.17613491221604,2.38206626387239,6.55425965524324,5.90205301664728,2.96966065317511,6.93868394486449,5.02654053883162,3.57698140183967,6.00521473568641,3.96618722329721
"gene 767",4.828456641417,1.57329186584027,1.86041153662424,1.92863110162981,4.85821941628385,6.61837401815944,7.15676431563804,3.22030647616311,3.8291826819713,3.71061320372001,4.02906663339451,6.18910029364983,6.44587367009264,2.52449137021626,6.12445315899755,2.65803035284717,6.8370928694211,2.5986137114131,6.90919234667079,5.9252276382366,3.32976033979833,2.08799939325974,5.61896973015005,4.37719252732303,2.18141808702977,4.8848758797875,3.11791333349671,2.8336285860674,6.18300906281841,2.56811340245284
"gene 768",7.93143968914452,3.9488928994952,3.2765089171055,3.8164962638925,9.43278480189348,6.98524327838685,7.78620547823449,4.9653611059489,3.16749268772882,8.29707313822943,3.64834812988236,5.9994660729988,8.27264553864753,3.37147164985053,5.84753680881118,1.39977809192529,6.0312580510318,3.79750338188678,7.683364156247,9.283342567951,4.14115388093729,4.60891632882896,8.54454012154548,4.64660805293478,4.99375813954338,5.71056533998694,4.50002659835571,3.64864378342789,5.96155956702287,2.32631028283248
"gene 769",4.82495441251457,5.30511769928842,5.52152975078324,5.49625275230294,8.71959098701523,7.34075626582204,7.37925777894329,6.67196246140207,1.69412947683718,5.16835295884618,5.50989150831389,3.95814446325995,8.04159009905887,4.86359015235374,5.78301548443936,4.30997030208659,5.35392743396909,3.1416668638783,8.94553409736369,8.01005875115426,3.45082123524018,3.72897802520152,8.18306006292045,5.32878074194795,4.5212549257063,5.7078788425923,5.76598306302393,4.01399272805516,6.23230067404338,3.13331798024422
"gene 770",5.20818288450025,5.43438666922196,3.67268215841105,3.60899818097779,6.71163018940661,5.94304342439382,6.51139346954461,5.64276207843253,5.92097033937823,6.24988747240583,5.59211097344937,4.02648798929081,4.00345947649048,6.78339670688826,5.24827443331246,4.76403884492681,4.40503219919609,5.27709989896195,6.10661793477865,5.12127274341582,3.65428231861718,5.43009935064291,6.14989870104393,5.98233724436669,3.27403448092992,5.35894400009146,4.52541701966276,5.95308666812914,4.68086380046783,5.0291537369826
"gene 771",6.22694320788036,3.92744068781087,3.86129820937934,4.57700182592833,6.48338271691173,7.70574491253415,6.90344606240676,5.18169425287985,4.88301731694366,7.88079012222584,6.51462266565296,6.19198127088547,9.07470393463064,3.47998883133459,3.520911612053,2.92197274565024,6.46121673224773,5.5493319952691,7.67345525053193,8.15317246361828,4.38884814838758,4.79099524695016,5.99615195955051,4.53737455828062,4.05904684887891,6.26271925165954,5.42094141252596,5.12392283999852,7.4313070547407,5.12941179701768
